transaction_id,product,price,quantity,region
2592,Monitor,553,3,Abha
2593,Monitor,593,1,Jeddah
2594,Keyboard,604,3,Abha
2595,Tablet,1046,1,Abha
2596,Tablet,1330,5,Dammam
2597,Keyboard,593,1,Tabuk
2598,Keyboard,749,4,Jeddah
2599,Keyboard,1629,2,Riyadh
2600,Tablet,1723,2,Abha
2601,Tablet,1124,2,Dammam
2602,Laptop,1827,5,Abha
2603,Tablet,459,3,Abha
2604,Monitor,905,1,Abha
2605,Phone,1556,3,Tabuk
2606,Phone,921,4,Dammam
2607,Phone,1210,2,Abha
2608,Phone,344,4,Riyadh
2609,Keyboard,447,2,Abha
2610,Phone,1355,5,Riyadh
2611,Phone,324,2,Jeddah
2612,Phone,1593,2,Riyadh
2613,Monitor,1415,1,Abha
2614,Laptop,105,1,Dammam
2615,Laptop,686,5,Dammam
2616,Keyboard,979,5,Tabuk
2617,Monitor,1683,4,Riyadh
2618,Tablet,1812,4,Riyadh
2619,Tablet,410,4,Riyadh
2620,Tablet,1597,2,Jeddah
2621,Monitor,560,4,Abha
2622,Laptop,328,2,Abha
2623,Phone,1652,5,Jeddah
2624,Tablet,1786,2,Abha
2625,Keyboard,1334,5,Abha
2626,Phone,1798,5,Abha
2627,Tablet,1420,3,Riyadh
2628,Keyboard,1253,2,Riyadh
2629,Phone,539,4,Jeddah
2630,Keyboard,1078,5,Riyadh
2631,Phone,664,3,Abha
2632,Monitor,1598,5,Riyadh
2633,Laptop,651,3,Jeddah
2634,Laptop,1876,5,Tabuk
2635,Tablet,1311,1,Riyadh
2636,Laptop,255,4,Tabuk
2637,Keyboard,1094,5,Tabuk
2638,Tablet,785,2,Dammam
2639,Tablet,1171,3,Riyadh
2640,Phone,1282,1,Abha
2641,Laptop,1931,1,Dammam
2642,Monitor,216,4,Tabuk
2643,Laptop,1381,5,Jeddah
2644,Tablet,1264,2,Abha
2645,Laptop,1973,3,Riyadh
2646,Keyboard,972,5,Dammam
2647,Monitor,593,3,Jeddah
2648,Monitor,1878,5,Tabuk
2649,Monitor,410,3,Dammam
2650,Keyboard,1693,4,Riyadh
2651,Monitor,1466,1,Dammam
2652,Keyboard,1223,1,Tabuk
2653,Keyboard,1870,3,Jeddah
2654,Keyboard,2000,3,Riyadh
2655,Monitor,1107,5,Tabuk
2656,Keyboard,1685,4,Jeddah
2657,Keyboard,1489,4,Jeddah
2658,Keyboard,119,4,Dammam
2659,Phone,1084,4,Abha
2660,Tablet,687,1,Abha
2661,Monitor,1539,4,Abha
2662,Monitor,1177,3,Riyadh
2663,Laptop,1359,2,Jeddah
2664,Laptop,684,5,Jeddah
2665,Laptop,693,4,Abha
2666,Tablet,1194,4,Jeddah
2667,Phone,817,4,Riyadh
2668,Tablet,1970,2,Riyadh
2669,Phone,1809,4,Riyadh
2670,Tablet,147,5,Dammam
2671,Tablet,913,1,Jeddah
2672,Phone,884,4,Riyadh
2673,Monitor,516,1,Riyadh
2674,Phone,1840,4,Jeddah
2675,Laptop,782,1,Tabuk
2676,Tablet,639,1,Jeddah
2677,Monitor,708,2,Tabuk
2678,Phone,1929,3,Riyadh
2679,Laptop,583,4,Tabuk
2680,Tablet,1811,3,Abha
2681,Laptop,193,3,Tabuk
2682,Laptop,1877,3,Dammam
2683,Tablet,1806,1,Dammam
2684,Laptop,703,2,Jeddah
2685,Monitor,426,1,Riyadh
2686,Keyboard,390,2,Abha
2687,Phone,1006,5,Riyadh
2688,Tablet,1590,4,Riyadh
2689,Monitor,1972,4,Abha
2690,Laptop,1985,4,Dammam
2691,Phone,883,4,Riyadh
2692,Tablet,140,4,Riyadh
2693,Laptop,1207,2,Riyadh
2694,Laptop,96,2,Abha
2695,Monitor,548,3,Jeddah
2696,Phone,220,4,Abha
2697,Tablet,260,3,Abha
2698,Keyboard,886,4,Tabuk
2699,Keyboard,1566,4,Riyadh
2700,Monitor,474,3,Abha
2701,Tablet,336,3,Abha
2702,Phone,75,3,Tabuk
2703,Monitor,1879,2,Dammam
2704,Monitor,1275,3,Tabuk
2705,Tablet,1829,5,Riyadh
2706,Laptop,1377,3,Riyadh
2707,Monitor,420,3,Abha
2708,Laptop,728,2,Riyadh
2709,Laptop,1861,2,Dammam
2710,Laptop,1204,1,Abha
2711,Tablet,175,2,Jeddah
2712,Laptop,609,3,Tabuk
2713,Laptop,1089,3,Jeddah
2714,Keyboard,322,5,Dammam
2715,Laptop,1753,1,Jeddah
2716,Monitor,1319,5,Abha
2717,Monitor,1098,1,Riyadh
2718,Phone,1175,2,Tabuk
2719,Tablet,1914,5,Abha
2720,Phone,1488,1,Tabuk
2721,Monitor,1728,5,Riyadh
2722,Phone,320,4,Dammam
2723,Laptop,1110,2,Abha
2724,Laptop,1592,4,Abha
2725,Monitor,1325,5,Dammam
2726,Phone,793,3,Jeddah
2727,Keyboard,1506,3,Riyadh
2728,Keyboard,1773,5,Riyadh
2729,Tablet,1030,5,Abha
2730,Phone,1569,4,Abha
2731,Laptop,1733,1,Dammam
2732,Laptop,592,5,Riyadh
2733,Laptop,1185,1,Tabuk
2734,Tablet,1906,4,Tabuk
2735,Monitor,1708,2,Abha
2736,Tablet,1827,5,Riyadh
2737,Monitor,796,4,Jeddah
2738,Monitor,817,4,Riyadh
2739,Tablet,1071,2,Dammam
2740,Laptop,1463,5,Tabuk
2741,Phone,1417,5,Dammam
2742,Keyboard,1357,2,Jeddah
2743,Keyboard,629,1,Riyadh
2744,Keyboard,849,5,Jeddah
2745,Phone,764,2,Jeddah
2746,Monitor,1032,3,Dammam
2747,Keyboard,1282,2,Abha
2748,Tablet,1890,4,Abha
2749,Keyboard,1726,4,Abha
2750,Laptop,1344,3,Dammam
2751,Laptop,684,2,Tabuk
2752,Monitor,1132,1,Tabuk
2753,Phone,640,2,Tabuk
2754,Laptop,1709,3,Jeddah
2755,Monitor,774,3,Riyadh
2756,Monitor,172,2,Dammam
2757,Phone,966,5,Tabuk
2758,Keyboard,1939,2,Riyadh
2759,Phone,682,5,Tabuk
2760,Phone,765,2,Dammam
2761,Laptop,583,3,Dammam
2762,Tablet,1452,4,Abha
2763,Laptop,1281,1,Dammam
2764,Keyboard,462,4,Abha
2765,Monitor,1514,1,Tabuk
2766,Monitor,1589,1,Riyadh
2767,Phone,708,4,Riyadh
2768,Phone,855,4,Abha
2769,Monitor,1725,1,Jeddah
2770,Keyboard,862,1,Tabuk
2771,Laptop,302,4,Tabuk
2772,Laptop,973,5,Tabuk
2773,Laptop,1684,3,Riyadh
2774,Monitor,1500,2,Tabuk
2775,Tablet,733,1,Abha
2776,Phone,1979,2,Riyadh
2777,Monitor,872,1,Dammam
2778,Laptop,1569,4,Jeddah
2779,Tablet,1469,4,Riyadh
2780,Monitor,1118,5,Abha
2781,Keyboard,826,4,Abha
2782,Keyboard,193,3,Jeddah
2783,Laptop,451,1,Jeddah
2784,Phone,1717,3,Abha
2785,Laptop,1033,3,Jeddah
2786,Keyboard,132,2,Tabuk
2787,Monitor,1712,3,Tabuk
2788,Tablet,976,4,Jeddah
2789,Tablet,1418,3,Dammam
2790,Laptop,679,4,Dammam
2791,Keyboard,504,3,Tabuk
2792,Tablet,1106,2,Riyadh
2793,Phone,752,4,Jeddah
2794,Phone,1296,1,Abha
2795,Monitor,114,5,Abha
2796,Monitor,936,4,Jeddah
2797,Phone,437,1,Abha
2798,Laptop,168,1,Dammam
2799,Tablet,607,5,Riyadh
2800,Laptop,731,3,Dammam
2801,Monitor,911,1,Jeddah
2802,Monitor,343,3,Dammam
2803,Laptop,772,1,Riyadh
2804,Phone,137,1,Riyadh
2805,Tablet,203,5,Jeddah
2806,Laptop,223,1,Dammam
2807,Tablet,1864,1,Riyadh
2808,Tablet,1037,5,Riyadh
2809,Phone,694,2,Riyadh
2810,Monitor,605,5,Riyadh
2811,Monitor,1255,4,Dammam
2812,Monitor,1323,1,Riyadh
2813,Laptop,580,4,Jeddah
2814,Monitor,1262,5,Jeddah
2815,Laptop,1005,4,Abha
2816,Tablet,1987,4,Abha
2817,Laptop,452,3,Riyadh
2818,Phone,670,3,Dammam
2819,Keyboard,240,5,Abha
2820,Laptop,919,4,Riyadh
2821,Phone,673,2,Abha
2822,Monitor,1980,2,Riyadh
2823,Laptop,1483,3,Riyadh
2824,Laptop,1997,4,Jeddah
2825,Tablet,1326,2,Tabuk
2826,Monitor,1147,5,Dammam
2827,Monitor,1190,1,Abha
2828,Tablet,1262,2,Jeddah
2829,Laptop,423,2,Riyadh
2830,Keyboard,1800,4,Riyadh
2831,Keyboard,1500,5,Dammam
2832,Keyboard,540,1,Riyadh
2833,Keyboard,1060,2,Dammam
2834,Phone,1952,2,Abha
2835,Phone,714,3,Abha
2836,Keyboard,935,1,Abha
2837,Phone,1638,2,Riyadh
2838,Monitor,839,2,Dammam
2839,Monitor,1825,5,Dammam
2840,Laptop,851,4,Riyadh
2841,Tablet,1871,4,Riyadh
2842,Laptop,575,4,Jeddah
2843,Tablet,328,5,Riyadh
2844,Tablet,1823,1,Jeddah
2845,Keyboard,1738,4,Tabuk
2846,Laptop,1094,5,Jeddah
2847,Tablet,1929,5,Riyadh
2848,Tablet,1642,5,Abha
2849,Monitor,134,2,Jeddah
2850,Tablet,971,3,Dammam
2851,Monitor,1585,2,Riyadh
2852,Phone,335,4,Tabuk
2853,Monitor,1750,4,Riyadh
2854,Phone,406,2,Dammam
2855,Keyboard,871,3,Abha
2856,Keyboard,1805,4,Abha
2857,Monitor,253,4,Tabuk
2858,Monitor,1105,4,Abha
2859,Tablet,1758,3,Tabuk
2860,Keyboard,1900,2,Jeddah
2861,Keyboard,1276,2,Abha
2862,Phone,1869,3,Abha
2863,Keyboard,1250,3,Riyadh
2864,Tablet,1698,4,Abha
2865,Monitor,1202,1,Riyadh
2866,Laptop,1897,2,Abha
2867,Phone,926,2,Tabuk
2868,Phone,1328,2,Dammam
2869,Tablet,1211,3,Jeddah
2870,Laptop,1081,5,Riyadh
2871,Phone,1477,1,Jeddah
2872,Keyboard,350,3,Jeddah
2873,Tablet,1099,1,Abha
2874,Phone,1991,1,Tabuk
2875,Laptop,1177,4,Riyadh
2876,Keyboard,269,1,Dammam
2877,Laptop,1221,1,Tabuk
2878,Keyboard,189,5,Jeddah
2879,Phone,637,4,Jeddah
2880,Laptop,895,4,Jeddah
2881,Phone,359,1,Tabuk
2882,Keyboard,462,4,Riyadh
2883,Keyboard,1296,3,Riyadh
2884,Monitor,1889,5,Abha
2885,Monitor,1439,1,Riyadh
2886,Laptop,1037,5,Jeddah
2887,Tablet,104,1,Abha
2888,Monitor,473,3,Abha
2889,Phone,1832,1,Jeddah
2890,Keyboard,1877,5,Riyadh
2891,Tablet,1196,2,Abha
2892,Laptop,1723,2,Riyadh
2893,Tablet,269,5,Jeddah
2894,Laptop,1437,5,Dammam
2895,Phone,450,3,Jeddah
2896,Keyboard,1034,2,Riyadh
2897,Tablet,1395,1,Tabuk
2898,Phone,338,1,Dammam
2899,Tablet,233,4,Dammam
2900,Keyboard,159,3,Riyadh
2901,Tablet,855,5,Dammam
2902,Phone,715,3,Tabuk
2903,Phone,1500,2,Abha
2904,Monitor,658,1,Dammam
2905,Laptop,691,2,Abha
2906,Laptop,241,5,Abha
2907,Tablet,389,1,Riyadh
2908,Keyboard,359,4,Tabuk
2909,Monitor,383,4,Tabuk
2910,Phone,660,3,Riyadh
2911,Phone,250,4,Abha
2912,Monitor,1162,5,Tabuk
2913,Keyboard,491,2,Dammam
2914,Phone,230,1,Tabuk
2915,Laptop,1479,2,Dammam
2916,Monitor,1072,3,Jeddah
2917,Laptop,1492,4,Dammam
2918,Keyboard,970,2,Abha
2919,Phone,1546,4,Abha
2920,Keyboard,1765,3,Dammam
2921,Tablet,922,5,Abha
2922,Monitor,1565,5,Dammam
2923,Tablet,1658,5,Jeddah
2924,Laptop,770,3,Dammam
2925,Tablet,1775,4,Riyadh
2926,Keyboard,834,3,Riyadh
2927,Phone,849,5,Riyadh
2928,Keyboard,849,1,Tabuk
2929,Phone,331,2,Jeddah
2930,Laptop,910,1,Riyadh
2931,Laptop,803,2,Jeddah
2932,Monitor,1338,4,Tabuk
2933,Monitor,1681,1,Abha
2934,Keyboard,837,5,Abha
2935,Phone,1524,2,Jeddah
2936,Phone,1580,4,Abha
2937,Phone,751,5,Jeddah
2938,Monitor,1033,4,Tabuk
2939,Laptop,1158,5,Abha
2940,Monitor,1662,1,Jeddah
2941,Phone,907,5,Tabuk
2942,Laptop,1044,1,Abha
2943,Phone,1109,5,Jeddah
2944,Keyboard,345,4,Tabuk
2945,Tablet,86,5,Jeddah
2946,Keyboard,1997,4,Jeddah
2947,Tablet,139,2,Jeddah
2948,Tablet,1079,3,Riyadh
2949,Phone,602,5,Dammam
2950,Phone,1958,3,Jeddah
2951,Monitor,1199,3,Tabuk
2952,Keyboard,861,2,Dammam
2953,Monitor,1221,1,Jeddah
2954,Keyboard,1583,3,Jeddah
2955,Monitor,1004,3,Riyadh
2956,Keyboard,1298,2,Abha
2957,Phone,468,5,Dammam
2958,Laptop,226,2,Riyadh
2959,Monitor,1000,1,Riyadh
2960,Laptop,1430,4,Dammam
2961,Keyboard,1014,3,Dammam
2962,Monitor,1801,4,Dammam
2963,Keyboard,1901,5,Tabuk
2964,Tablet,1584,4,Tabuk
2965,Keyboard,1060,2,Tabuk
2966,Tablet,1356,2,Jeddah
2967,Tablet,135,1,Tabuk
2968,Tablet,1333,4,Abha
2969,Phone,113,1,Tabuk
2970,Monitor,947,1,Abha
2971,Monitor,1567,2,Tabuk
2972,Laptop,1130,1,Abha
2973,Monitor,1207,4,Riyadh
2974,Keyboard,479,4,Jeddah
2975,Monitor,703,3,Tabuk
2976,Tablet,384,4,Jeddah
2977,Phone,733,2,Riyadh
2978,Keyboard,1826,3,Jeddah
2979,Tablet,1089,2,Riyadh
2980,Tablet,1696,2,Tabuk
2981,Keyboard,1541,1,Jeddah
2982,Keyboard,869,1,Tabuk
2983,Phone,871,3,Abha
2984,Laptop,591,1,Tabuk
2985,Monitor,1813,4,Tabuk
2986,Tablet,1239,3,Jeddah
2987,Keyboard,1832,4,Abha
2988,Laptop,704,1,Riyadh
2989,Laptop,1631,5,Jeddah
2990,Tablet,1103,5,Abha
2991,Tablet,1948,1,Tabuk
2992,Tablet,927,2,Riyadh
2993,Tablet,1553,2,Abha
2994,Keyboard,1658,3,Tabuk
2995,Tablet,1641,1,Abha
2996,Monitor,1582,3,Riyadh
2997,Keyboard,1479,5,Dammam
2998,Tablet,99,4,Jeddah
2999,Laptop,1241,1,Riyadh
3000,Laptop,1497,2,Dammam
3001,Keyboard,1345,1,Jeddah
3002,Keyboard,1959,2,Abha
3003,Laptop,299,1,Tabuk
3004,Phone,1347,3,Tabuk
3005,Monitor,1121,1,Abha
3006,Monitor,1997,4,Jeddah
3007,Monitor,1010,2,Abha
3008,Keyboard,1414,1,Jeddah
3009,Phone,1078,4,Tabuk
3010,Tablet,1559,3,Dammam
3011,Keyboard,1707,3,Abha
3012,Monitor,326,2,Dammam
3013,Phone,1997,3,Dammam
3014,Monitor,1996,2,Jeddah
3015,Phone,817,1,Jeddah
3016,Phone,1858,4,Jeddah
3017,Laptop,1835,5,Jeddah
3018,Keyboard,470,3,Dammam
3019,Phone,50,4,Tabuk
3020,Monitor,1918,1,Tabuk
3021,Keyboard,1690,5,Tabuk
3022,Tablet,548,2,Dammam
3023,Tablet,1947,5,Riyadh
3024,Tablet,1045,2,Riyadh
3025,Keyboard,1346,1,Tabuk
3026,Monitor,461,4,Abha
3027,Phone,1349,1,Jeddah
3028,Monitor,1266,3,Riyadh
3029,Monitor,1630,2,Jeddah
3030,Phone,1584,2,Abha
3031,Phone,1662,5,Dammam
3032,Laptop,691,5,Dammam
3033,Keyboard,1696,3,Dammam
3034,Phone,1790,2,Riyadh
3035,Phone,203,4,Abha
3036,Tablet,1198,3,Tabuk
3037,Monitor,211,5,Abha
3038,Keyboard,426,1,Jeddah
3039,Keyboard,1783,5,Jeddah
3040,Laptop,1209,5,Tabuk
3041,Monitor,1922,2,Abha
3042,Tablet,1811,5,Dammam
3043,Tablet,959,5,Tabuk
3044,Monitor,445,2,Dammam
3045,Tablet,707,3,Abha
3046,Monitor,1077,2,Jeddah
3047,Monitor,1974,4,Riyadh
3048,Monitor,639,1,Abha
3049,Monitor,1838,2,Jeddah
3050,Phone,1650,4,Jeddah
3051,Laptop,1384,2,Abha
3052,Monitor,1362,5,Jeddah
3053,Monitor,1426,2,Dammam
3054,Keyboard,1658,3,Abha
3055,Phone,1761,1,Jeddah
3056,Tablet,90,1,Dammam
3057,Laptop,1002,4,Abha
3058,Laptop,1471,1,Abha
3059,Phone,1477,1,Tabuk
3060,Tablet,1223,1,Jeddah
3061,Tablet,1163,1,Riyadh
3062,Monitor,903,5,Abha
3063,Phone,1610,2,Dammam
3064,Monitor,1038,3,Abha
3065,Phone,923,1,Dammam
3066,Phone,1199,2,Jeddah
3067,Tablet,1482,5,Riyadh
3068,Monitor,1063,5,Abha
3069,Monitor,1171,4,Tabuk
3070,Laptop,1873,5,Abha
3071,Tablet,1427,1,Abha
3072,Phone,222,5,Abha
3073,Phone,821,3,Jeddah
3074,Phone,400,3,Dammam
3075,Laptop,523,5,Jeddah
3076,Monitor,1218,4,Riyadh
3077,Monitor,1020,3,Jeddah
3078,Tablet,1069,2,Jeddah
3079,Laptop,356,1,Riyadh
3080,Laptop,62,4,Dammam
3081,Phone,1073,1,Tabuk
3082,Monitor,996,4,Jeddah
3083,Phone,386,3,Dammam
3084,Monitor,1889,5,Riyadh
3085,Keyboard,1623,2,Dammam
3086,Laptop,1592,5,Riyadh
3087,Keyboard,456,1,Dammam
3088,Tablet,745,1,Riyadh
3089,Monitor,1215,5,Abha
3090,Phone,286,5,Abha
3091,Monitor,606,4,Riyadh
3092,Tablet,1918,2,Tabuk
3093,Tablet,1053,4,Tabuk
3094,Tablet,506,1,Abha
3095,Monitor,436,5,Jeddah
3096,Tablet,1212,2,Dammam
3097,Keyboard,484,2,Tabuk
3098,Keyboard,1310,5,Tabuk
3099,Monitor,101,3,Tabuk
3100,Laptop,932,3,Jeddah
3101,Laptop,1187,3,Tabuk
3102,Phone,362,3,Tabuk
3103,Tablet,1734,5,Riyadh
3104,Phone,67,2,Dammam
3105,Tablet,1743,4,Riyadh
3106,Laptop,1216,5,Abha
3107,Tablet,406,2,Dammam
3108,Monitor,1011,4,Jeddah
3109,Keyboard,1284,4,Jeddah
3110,Tablet,1517,1,Tabuk
3111,Monitor,1948,1,Abha
3112,Keyboard,1354,1,Riyadh
3113,Monitor,1643,3,Tabuk
3114,Tablet,1162,5,Dammam
3115,Monitor,175,4,Dammam
3116,Tablet,798,1,Jeddah
3117,Tablet,1465,2,Tabuk
3118,Phone,1071,1,Tabuk
3119,Laptop,819,1,Dammam
3120,Tablet,361,2,Tabuk
3121,Phone,1778,1,Dammam
3122,Tablet,428,4,Abha
3123,Tablet,797,4,Abha
3124,Phone,258,1,Jeddah
3125,Keyboard,1953,4,Tabuk
3126,Phone,268,2,Riyadh
3127,Phone,1328,3,Riyadh
3128,Keyboard,514,1,Dammam
3129,Laptop,1445,4,Abha
3130,Tablet,1848,4,Tabuk
3131,Monitor,742,4,Dammam
3132,Monitor,515,1,Riyadh
3133,Tablet,497,4,Dammam
3134,Tablet,244,4,Jeddah
3135,Monitor,1404,2,Tabuk
3136,Keyboard,64,1,Tabuk
3137,Laptop,1256,5,Abha
3138,Phone,961,2,Dammam
3139,Tablet,183,2,Riyadh
3140,Laptop,795,3,Dammam
3141,Laptop,776,5,Jeddah
3142,Laptop,841,2,Tabuk
3143,Keyboard,101,2,Dammam
3144,Laptop,880,2,Riyadh
3145,Keyboard,280,5,Riyadh
3146,Monitor,602,5,Dammam
3147,Phone,1890,5,Tabuk
3148,Tablet,867,4,Jeddah
3149,Phone,1204,4,Jeddah
3150,Phone,96,4,Abha
3151,Monitor,1957,3,Riyadh
3152,Laptop,597,1,Riyadh
3153,Keyboard,238,2,Tabuk
3154,Tablet,1819,4,Riyadh
3155,Keyboard,1631,1,Dammam
3156,Tablet,1423,1,Dammam
3157,Keyboard,1155,5,Tabuk
3158,Monitor,863,5,Abha
3159,Keyboard,1400,1,Jeddah
3160,Monitor,432,1,Jeddah
3161,Keyboard,906,5,Riyadh
3162,Laptop,669,5,Tabuk
3163,Laptop,1656,4,Riyadh
3164,Keyboard,1407,5,Riyadh
3165,Tablet,1636,3,Abha
3166,Keyboard,1364,5,Dammam
3167,Laptop,1733,2,Tabuk
3168,Tablet,1722,3,Tabuk
3169,Tablet,1244,3,Riyadh
3170,Monitor,1530,5,Dammam
3171,Phone,1560,1,Riyadh
3172,Laptop,1766,1,Dammam
3173,Laptop,1557,3,Tabuk
3174,Laptop,467,4,Riyadh
3175,Keyboard,1433,2,Jeddah
3176,Monitor,1183,1,Abha
3177,Monitor,1012,1,Jeddah
3178,Monitor,1431,4,Dammam
3179,Monitor,1418,2,Jeddah
3180,Tablet,1427,5,Dammam
3181,Tablet,356,1,Jeddah
3182,Laptop,1489,4,Dammam
3183,Monitor,1070,2,Abha
3184,Keyboard,1130,4,Jeddah
3185,Monitor,1143,3,Tabuk
3186,Monitor,1473,4,Tabuk
3187,Monitor,980,1,Tabuk
3188,Keyboard,1196,3,Abha
3189,Tablet,460,2,Abha
3190,Keyboard,1194,5,Tabuk
3191,Tablet,494,5,Tabuk
3192,Phone,206,1,Tabuk
3193,Monitor,1624,3,Abha
3194,Tablet,1686,5,Jeddah
3195,Monitor,1823,5,Abha
3196,Keyboard,1995,4,Tabuk
3197,Phone,242,5,Jeddah
3198,Tablet,1517,1,Riyadh
3199,Keyboard,1878,2,Jeddah
3200,Monitor,735,3,Jeddah
3201,Phone,902,2,Abha
3202,Keyboard,658,4,Abha
3203,Phone,1954,4,Tabuk
3204,Monitor,1109,1,Abha
3205,Phone,1460,5,Dammam
3206,Monitor,1960,1,Dammam
3207,Keyboard,749,4,Dammam
3208,Tablet,1746,2,Tabuk
3209,Keyboard,1332,5,Jeddah
3210,Keyboard,602,1,Dammam
3211,Laptop,101,2,Riyadh
3212,Keyboard,1831,5,Tabuk
3213,Laptop,1071,2,Abha
3214,Laptop,712,1,Jeddah
3215,Tablet,329,2,Jeddah
3216,Phone,874,4,Abha
3217,Tablet,903,3,Abha
3218,Laptop,713,3,Riyadh
3219,Phone,1441,3,Abha
3220,Tablet,1107,3,Riyadh
3221,Tablet,1094,2,Tabuk
3222,Laptop,626,3,Dammam
3223,Laptop,706,3,Dammam
3224,Phone,846,4,Jeddah
3225,Phone,1960,3,Dammam
3226,Laptop,1257,5,Riyadh
3227,Phone,986,2,Dammam
3228,Monitor,1562,5,Dammam
3229,Monitor,610,4,Abha
3230,Tablet,966,4,Riyadh
3231,Laptop,1730,1,Riyadh
3232,Tablet,354,1,Abha
3233,Laptop,1645,1,Abha
3234,Tablet,1838,5,Abha
3235,Keyboard,377,3,Tabuk
3236,Monitor,1624,2,Jeddah
3237,Tablet,1586,3,Riyadh
3238,Keyboard,1261,5,Dammam
3239,Keyboard,1243,1,Tabuk
3240,Monitor,568,4,Riyadh
3241,Phone,1129,5,Riyadh
3242,Keyboard,379,1,Riyadh
3243,Laptop,1003,4,Riyadh
3244,Tablet,584,4,Abha
3245,Phone,1733,4,Jeddah
3246,Phone,129,3,Dammam
3247,Keyboard,266,1,Jeddah
3248,Laptop,1801,1,Tabuk
3249,Laptop,178,2,Jeddah
3250,Phone,1130,2,Riyadh
3251,Phone,1551,4,Tabuk
3252,Monitor,1298,2,Tabuk
3253,Tablet,1586,1,Riyadh
3254,Keyboard,1629,4,Dammam
3255,Tablet,1459,4,Abha
3256,Phone,787,3,Tabuk
3257,Laptop,982,4,Abha
3258,Phone,1733,1,Dammam
3259,Tablet,1213,4,Abha
3260,Phone,768,3,Tabuk
3261,Keyboard,713,5,Riyadh
3262,Tablet,1904,2,Abha
3263,Tablet,1604,5,Riyadh
3264,Monitor,1687,1,Riyadh
3265,Monitor,626,5,Riyadh
3266,Laptop,1866,1,Abha
3267,Keyboard,346,2,Dammam
3268,Laptop,1803,4,Jeddah
3269,Phone,1557,4,Riyadh
3270,Keyboard,379,3,Riyadh
3271,Laptop,1881,5,Dammam
3272,Keyboard,1004,5,Dammam
3273,Tablet,944,2,Riyadh
3274,Keyboard,1483,4,Abha
3275,Laptop,1618,3,Riyadh
3276,Laptop,1295,2,Abha
3277,Keyboard,598,2,Dammam
3278,Monitor,1072,2,Dammam
3279,Keyboard,1294,1,Abha
3280,Monitor,292,2,Tabuk
3281,Tablet,1731,4,Jeddah
3282,Monitor,1242,5,Jeddah
3283,Laptop,166,4,Jeddah
3284,Laptop,1149,2,Dammam
3285,Laptop,1413,2,Jeddah
3286,Phone,1858,1,Abha
3287,Tablet,1213,3,Tabuk
3288,Tablet,280,3,Jeddah
3289,Laptop,306,5,Dammam
3290,Phone,262,2,Riyadh
3291,Monitor,1204,1,Dammam
3292,Keyboard,816,5,Jeddah
3293,Keyboard,492,5,Abha
3294,Tablet,1464,3,Tabuk
3295,Monitor,1221,1,Jeddah
3296,Monitor,834,4,Abha
3297,Keyboard,120,5,Tabuk
3298,Tablet,939,4,Jeddah
3299,Laptop,226,5,Tabuk
3300,Keyboard,451,3,Dammam
3301,Tablet,690,5,Abha
3302,Laptop,1468,4,Jeddah
3303,Laptop,154,3,Tabuk
3304,Keyboard,701,5,Abha
3305,Laptop,1980,2,Riyadh
3306,Laptop,1579,4,Jeddah
3307,Tablet,1643,3,Abha
3308,Keyboard,1409,3,Tabuk
3309,Keyboard,1498,3,Dammam
3310,Monitor,115,2,Abha
3311,Monitor,1292,3,Tabuk
3312,Keyboard,1528,1,Tabuk
3313,Phone,1183,1,Tabuk
3314,Keyboard,1228,1,Tabuk
3315,Keyboard,1035,2,Dammam
3316,Tablet,862,2,Riyadh
3317,Monitor,1986,2,Abha
3318,Phone,1900,1,Abha
3319,Tablet,1485,1,Tabuk
3320,Keyboard,624,3,Dammam
3321,Monitor,990,4,Tabuk
3322,Phone,876,5,Tabuk
3323,Monitor,1849,4,Abha
3324,Tablet,1539,2,Dammam
3325,Phone,1240,5,Jeddah
3326,Tablet,1903,2,Jeddah
3327,Monitor,464,2,Abha
3328,Laptop,1716,1,Tabuk
3329,Laptop,1053,5,Abha
3330,Keyboard,1570,4,Riyadh
3331,Keyboard,1445,5,Riyadh
3332,Monitor,204,3,Dammam
3333,Phone,1984,4,Riyadh
3334,Keyboard,1881,2,Jeddah
3335,Phone,161,3,Abha
3336,Tablet,699,5,Abha
3337,Monitor,1768,4,Abha
3338,Keyboard,1849,3,Dammam
3339,Laptop,867,3,Jeddah
3340,Laptop,1427,2,Riyadh
3341,Phone,1259,2,Jeddah
3342,Laptop,806,3,Jeddah
3343,Tablet,736,5,Abha
3344,Keyboard,61,4,Tabuk
3345,Phone,129,4,Jeddah
3346,Keyboard,1586,3,Abha
3347,Phone,1994,4,Dammam
3348,Keyboard,1139,4,Riyadh
3349,Keyboard,343,4,Jeddah
3350,Tablet,758,4,Abha
3351,Keyboard,354,4,Abha
3352,Keyboard,1636,5,Tabuk
3353,Tablet,718,2,Abha
3354,Tablet,213,3,Tabuk
3355,Tablet,54,1,Jeddah
3356,Laptop,1135,2,Abha
3357,Keyboard,1520,3,Tabuk
3358,Phone,1315,2,Tabuk
3359,Keyboard,217,4,Dammam
3360,Phone,1225,1,Riyadh
3361,Monitor,360,4,Abha
3362,Tablet,942,4,Abha
3363,Tablet,753,2,Dammam
3364,Tablet,943,5,Riyadh
3365,Keyboard,1271,3,Dammam
3366,Keyboard,1066,4,Riyadh
3367,Tablet,682,3,Jeddah
3368,Laptop,1528,5,Jeddah
3369,Tablet,581,4,Riyadh
3370,Tablet,1603,2,Abha
